"Year","NYCHA Development","Borough","Total number of resident job placements","Average wage of such residents","Total number of resident connections to services","Total number of residents that applied for the NYCHA Resident Training Academy","Total number of residents that were accepted and enrolled","Total number residents placed into full-time or part-time jobs","Average Wage of such residents","Number of residents that enrolled in financial counseling services/workshops through the REES Zone Partner program","Total number of residents enrolled in vocational training programs through the program","Total number of residents enrolled in prep courses for English as a Second Language (ESOL) or the Test Assessing Secondary Completion (TASC) through the program"
"2022","ROBBINS PLAZA",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","RIIS II",,"< 5","24.22","31","N/A","N/A","N/A","N/A","< 5","N/A","N/A"
"2022","RIIS",,"< 5","44.43","77","8","< 5","N/A","N/A","N/A","< 5","N/A"
"2022","RICHMOND TERRACE",,"< 5","23.41","29","7","N/A","N/A","N/A","< 5","< 5","N/A"
"2022","REID APARTMENTS",,"N/A","N/A","< 5","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","REHAB PROGRAM (WISE REHAB)",,"N/A","N/A","< 5","N/A","N/A","N/A","N/A","< 5","N/A","N/A"
"2022","REHAB PROGRAM (TAFT REHABS)",,"< 5","24.22","< 5","< 5","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","REHAB PROGRAM (DOUGLASS REHABS)",,"< 5","19.00","< 5","< 5","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","REHAB PROGRAM (COLLEGE POINT)",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","REDFERN",,"5","19.52","22","13","< 5","< 5","15.8","N/A","< 5","N/A"
"2022","RED HOOK WEST",,"< 5","34.41","36","11","< 5","< 5","15.8","N/A","< 5","N/A"
"2022","RED HOOK EAST",,"6","17.91","31","17","< 5","< 5","15.8","< 5","< 5","< 5"
"2022","RAVENSWOOD",,"6","18.87","71","23","< 5","< 5","15.8","5","6","N/A"
"2022","RANGEL",,"< 5","25.26","12","7","< 5","< 5","15.8","N/A","< 5","N/A"
"2022","RANDALL AVENUE-BALCOM AVENUE",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","RALPH AVENUE REHAB",,"N/A","N/A","6","< 5","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","QUEENSBRIDGE SOUTH",,"12","26.34","46","10","< 5","< 5","15.8","< 5","< 5","N/A"
"2022","QUEENSBRIDGE NORTH",,"10","20.88","37","18","5","< 5","19.41","< 5","N/A","< 5"
"2022","PUBLIC SCHOOL 139 (CONVERSION)",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","POMONOK",,"7","28.30","61","20","5","< 5","15.8","< 5","< 5","N/A"
"2022","POLO GROUNDS TOWERS",,"11","21.11","25","14","< 5","< 5","15.8","< 5","< 5","< 5"
"2022","PINK",,"13","20.80","75","25","7","< 5","15.8","< 5","8","N/A"
"2022","PENNSYLVANIA AVENUE-WORTMAN AVENUE",,"N/A","N/A","< 5","N/A","N/A","N/A","N/A","< 5","N/A","N/A"
"2022","PELHAM PARKWAY",,"6","17.33","26","11","5","< 5","16.475","< 5","< 5","N/A"
"2022","PATTERSON",,"10","17.70","35","15","< 5","< 5","15.8","< 5","< 5","N/A"
"2022","PARKSIDE",,"< 5","19.93","13","< 5","< 5","< 5","15.8","< 5","N/A","N/A"
"2022","PARK ROCK REHAB",,"< 5","23.11","< 5","< 5","< 5","N/A","N/A","< 5","N/A","N/A"
"2022","PARK AVENUE-EAST 122ND, 123RD STREETS",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","PALMETTO GARDENS",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","O'DWYER GARDENS",,"6","26.69","13","< 5","< 5","< 5","15.8","N/A","< 5","< 5"
"2022","OCEAN HILL-BROWNSVILLE",,"N/A","N/A","9","< 5","N/A","N/A","N/A","< 5","N/A","N/A"
"2022","OCEAN HILL APARTMENTS",,"N/A","N/A","10","N/A","N/A","N/A","N/A","< 5","N/A","N/A"
"2022","OCEAN BAY APARTMENTS (OCEANSIDE)",,"N/A","N/A","11","< 5","< 5","N/A","N/A","N/A","< 5","N/A"
"2022","OCEAN BAY APARTMENTS (BAYSIDE)",,"< 5","29.36","39","N/A","N/A","N/A","N/A","5","< 5","N/A"
"2022","NOSTRAND",,"7","20.49","33","11","< 5","< 5","15.8","< 5","< 5","N/A"
"2022","NEW LANE AREA",,"N/A","N/A","< 5","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","MURPHY",,"< 5","18.37","< 5","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","MOTT HAVEN",,"< 5","15.80","45","9","< 5","< 5","15.8","< 5","< 5","N/A"
"2022","MORRISANIA AIR RIGHTS",,"< 5","17.55","13","< 5","N/A","N/A","N/A","N/A","< 5","N/A"
"2022","MORRISANIA",,"< 5","22.15","< 5","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","MORRIS PARK SENIOR CITIZENS HOME",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","MORRIS II",,"6","19.99","7","< 5","< 5","< 5","15.8","< 5","< 5","N/A"
"2022","MORRIS I",,"< 5","17.20","24","13","< 5","< 5","15.8","< 5","N/A","N/A"
"2022","MOORE",,"< 5","17.99","6","< 5","< 5","< 5","15.8","N/A","< 5","N/A"
"2022","MONROE",,"5","26.42","10","8","< 5","< 5","15.8","N/A","< 5","N/A"
"2022","MITCHEL",,"< 5","31.01","22","16","< 5","< 5","38.55","< 5","< 5","N/A"
"2022","MILL BROOK EXTENSION",,"< 5","22.00","< 5","< 5","N/A","N/A","N/A","N/A","< 5","N/A"
"2022","MILL BROOK",,"< 5","35.54","41","< 5","< 5","N/A","N/A","< 5","< 5","N/A"
"2022","MIDDLETOWN PLAZA",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","METRO NORTH PLAZA",,"< 5","18.98","< 5","6","< 5","< 5","15.8","N/A","N/A","N/A"
"2022","MELTZER TOWER",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","MELROSE",,"7","22.90","18","8","< 5","< 5","17.9","< 5","N/A","< 5"
"2022","MCKINLEY",,"5","16.53","12","< 5","< 5","< 5","16.7","N/A","< 5","N/A"
"2022","MARSHALL PLAZA",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","MARLBORO",,"7","17.65","41","16","< 5","< 5","15.8","< 5","12","N/A"
"2022","MARINER'S HARBOR",,"7","27.02","89","8","< 5","< 5","15.8","< 5","N/A","< 5"
"2022","MARCY AVENUE-GREENE AVENUE SITE B",,"N/A","N/A","< 5","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","MARCY AVENUE-GREENE AVENUE SITE A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","MARCY",,"12","27.40","24","23","< 5","< 5","15.8","< 5","9","N/A"
"2022","MARBLE HILL",,"5","18.68","33","7","< 5","< 5","18.5","< 5","N/A","N/A"
"2022","MANHATTANVILLE REHAB (GROUP 3)",,"N/A","N/A","< 5","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","MANHATTANVILLE REHAB (GROUP 2)",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","MANHATTANVILLE",,"< 5","28.06","27","7","< 5","N/A","N/A","< 5","< 5","N/A"
"2022","LOWER EAST SIDE REHAB (GROUP 5)",,"N/A","N/A","< 5","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","LOWER EAST SIDE III",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","LOWER EAST SIDE II",,"< 5","15.80","< 5","< 5","< 5","< 5","15.8","N/A","N/A","N/A"
"2022","LOWER EAST SIDE I INFILL",,"< 5","11.07","8","< 5","N/A","N/A","N/A","< 5","N/A","N/A"
"2022","LOW HOUSES",,"5","15.86","15","22","< 5","< 5","15.8","< 5","< 5","N/A"
"2022","LONGFELLOW AVENUE REHAB",,"N/A","N/A","< 5","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","LONG ISLAND BAPTIST HOUSES",,"N/A","N/A","8","6","< 5","N/A","N/A","< 5","N/A","< 5"
"2022","LINDEN",,"15","25.00","29","7","< 5","< 5","17.9","< 5","13","N/A"
"2022","LINCOLN",,"< 5","16.57","34","17","5","< 5","15.8","< 5","N/A","N/A"
"2022","LEXINGTON",,"< 5","27.76","5","< 5","N/A","N/A","N/A","N/A","< 5","N/A"
"2022","LENOX ROAD-ROCKAWAY PARKWAY",,"N/A","N/A","5","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","LEHMAN VILLAGE",,"5","36.47","10","5","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","LEAVITT STREET-34TH AVENUE",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","LATIMER GARDENS",,"< 5","30.40","16","5","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","LAFAYETTE",,"6","17.39","34","12","< 5","< 5","15.8","< 5","< 5","N/A"
"2022","LA GUARDIA ADDITION",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","LA GUARDIA",,"9","23.21","22","< 5","< 5","5","16.36","< 5","< 5","N/A"
"2022","KINGSBOROUGH EXTENSION",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","KINGSBOROUGH",,"10","20.22","51","21","< 5","< 5","15.8","5","< 5","N/A"
"2022","KING TOWERS",,"< 5","19.60","44","< 5","< 5","< 5","15.8","6","< 5","N/A"
"2022","JOHNSON",,"10","27.06","26","< 5","5","5","16.64","< 5","< 5","N/A"
"2022","JEFFERSON",,"9","24.88","33","7","< 5","< 5","24.08333333","< 5","6","N/A"
"2022","JACKSON",,"9","30.06","22","9","< 5","< 5","15.8","N/A","5","N/A"
"2022","ISAACS",,"< 5","17.37","12","5","< 5","< 5","15.8","< 5","N/A","N/A"
"2022","INTERNATIONAL TOWER",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","INGERSOLL",,"18","21.14","64","27","< 5","5","15.8","5","5","N/A"
"2022","INDEPENDENCE",,"< 5","30.16","22","< 5","N/A","N/A","N/A","< 5","< 5","N/A"
"2022","HYLAN",,"< 5","19.99","< 5","< 5","< 5","N/A","N/A","N/A","N/A","N/A"
"2022","HUNTS POINT AVENUE REHAB",,"N/A","N/A","< 5","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","HUGHES APARTMENTS",,"< 5","21.14","17","12","< 5","N/A","N/A","< 5","5","N/A"
"2022","HOWARD AVENUE-PARK PLACE",,"N/A","N/A","5","< 5","< 5","N/A","N/A","< 5","N/A","N/A"
"2022","HOWARD AVENUE",,"< 5","15.80","10","< 5","< 5","< 5","15.8","< 5","< 5","N/A"
"2022","HOWARD",,"< 5","15.80","34","11","< 5","< 5","15.8","< 5","< 5","< 5"
"2022","HOPE GARDENS",,"N/A","N/A","7","N/A","N/A","N/A","N/A","< 5","N/A","N/A"
"2022","HOLMES TOWERS",,"< 5","28.50","18","< 5","< 5","< 5","15.8","< 5","N/A","N/A"
"2022","HOE AVENUE-EAST 173RD STREET",,"N/A","N/A","< 5","< 5","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","HIGHBRIDGE REHABS (NELSON AVENUE)",,"N/A","N/A","5","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","HIGHBRIDGE REHABS (ANDERSON AVENUE)",,"N/A","N/A","< 5","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","HIGHBRIDGE GARDENS",,"< 5","30.08","33","11","N/A","N/A","N/A","N/A","< 5","N/A"
"2022","HERNANDEZ",,"N/A","N/A","8","< 5","N/A","N/A","N/A","N/A","< 5","N/A"
"2022","HARRISON AVENUE REHAB (GROUP B)",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","< 5","N/A"
"2022","HARRISON AVENUE REHAB (GROUP A)",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","HARLEM RIVER II",,"< 5","16.34","5","N/A","N/A","N/A","N/A","< 5","N/A","N/A"
"2022","HARLEM RIVER",,"6","32.92","14","< 5","N/A","N/A","N/A","< 5","< 5","N/A"
"2022","HARBORVIEW TERRACE",,"N/A","N/A","6","N/A","N/A","N/A","N/A","N/A","< 5","N/A"
"2022","HAMMEL",,"9","25.04","40","< 5","< 5","< 5","21.855","< 5","< 5","N/A"
"2022","HABER",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","GUN HILL",,"8","28.74","8","8","N/A","N/A","N/A","< 5","< 5","N/A"
"2022","GRAVESEND",,"6","38.41","18","9","< 5","< 5","15.8","N/A","< 5","N/A"
"2022","GRANT",,"11","22.14","60","9","< 5","< 5","17.9","5","< 5","N/A"
"2022","GRAMPION",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","GOWANUS",,"7","26.67","42","16","< 5","< 5","15.8","< 5","< 5","N/A"
"2022","GOMPERS",,"< 5","22.14","10","< 5","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","GLENWOOD",,"< 5","19.82","56","16","< 5","< 5","15.8","5","< 5","N/A"
"2022","GLENMORE PLAZA",,"< 5","17.59","11","10","< 5","< 5","15.8","< 5","< 5","N/A"
"2022","GLEBE AVENUE-WESTCHESTER AVENUE",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","GARVEY (GROUP A)",,"< 5","17.20","11","12","< 5","< 5","15.8","< 5","< 5","N/A"
"2022","FULTON",,"< 5","22.14","31","6","< 5","N/A","N/A","< 5","6","N/A"
"2022","FRANKLIN AVENUE III CONVENTIONAL",,"N/A","N/A","< 5","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","FRANKLIN AVENUE II CONVENTIONAL",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","FRANKLIN AVENUE I CONVENTIONAL",,"N/A","N/A","< 5","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","FORT WASHINGTON AVENUE REHAB",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","FORT INDEPENDENCE STREET-HEATH AVENUE",,"< 5","22.15","8","< 5","N/A","N/A","N/A","< 5","< 5","N/A"
"2022","FOREST",,"6","19.53","36","7","< 5","< 5","17.15","N/A","< 5","N/A"
"2022","FIRST HOUSES",,"N/A","N/A","5","< 5","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","FIORENTINO PLAZA",,"< 5","21.16","< 5","N/A","N/A","N/A","N/A","N/A","< 5","N/A"
"2022","FHA REPOSSESSED HOUSES (GROUP X)",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","FHA REPOSSESSED HOUSES (GROUP VIII)",,"N/A","N/A","< 5","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","FHA REPOSSESSED HOUSES (GROUP VII)",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","FHA REPOSSESSED HOUSES (GROUP VI)",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","FHA REPOSSESSED HOUSES (GROUP V)",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","FHA REPOSSESSED HOUSES (GROUP IX)",,"N/A","N/A","< 5","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","FHA REPOSSESSED HOUSES (GROUP IV)",,"N/A","N/A","< 5","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","FHA REPOSSESSED HOUSES (GROUP III)",,"N/A","N/A","< 5","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","FHA REPOSSESSED HOUSES (GROUP II)",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","FHA REPOSSESSED HOUSES (GROUP I)",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","FENIMORE-LEFFERTS",,"< 5","24.85","< 5","N/A","N/A","< 5","20","N/A","N/A","N/A"
"2022","FARRAGUT",,"9","20.07","55","23","< 5","5","15.8","5","< 5","N/A"
"2022","ELLIOTT",,"5","23.49","17","5","< 5","< 5","15.8","N/A","< 5","N/A"
"2022","EDENWALD",,"9","21.54","45","15","< 5","< 5","15.8","5","< 5","< 5"
"2022","EASTCHESTER GARDENS",,"< 5","16.55","34","14","< 5","< 5","15.8","< 5","5","< 5"
"2022","EAST RIVER",,"< 5","20.44","20","11","< 5","N/A","N/A","< 5","N/A","N/A"
"2022","EAST NEW YORK CITY LINE",,"N/A","N/A","5","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","EAST 180TH STREET-MONTEREY AVENUE",,"< 5","15.80","8","5","< 5","< 5","15.8","N/A","< 5","N/A"
"2022","EAST 173RD STREET-VYSE AVENUE",,"N/A","N/A","< 5","< 5","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","EAST 165TH STREET-BRYANT AVENUE",,"N/A","N/A","< 5","N/A","N/A","N/A","N/A","< 5","N/A","N/A"
"2022","EAST 152ND STREET-COURTLANDT AVENUE",,"< 5","22.15","< 5","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","EAGLE AVENUE-EAST 163RD STREET",,"N/A","N/A","< 5","< 5","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","DYCKMAN",,"5","28.98","13","< 5","< 5","< 5","15.8","N/A","< 5","N/A"
"2022","DREW-HAMILTON",,"6","17.56","24","14","5","< 5","15.8","< 5","< 5","< 5"
"2022","DOUGLASS II",,"< 5","31.41","24","< 5","< 5","N/A","N/A","< 5","< 5","N/A"
"2022","DOUGLASS I",,"< 5","33.70","47","7","< 5","< 5","15.8","10","< 5","N/A"
"2022","DOUGLASS ADDITION",,"N/A","N/A","< 5","< 5","N/A","N/A","N/A","< 5","< 5","N/A"
"2022","DE HOSTOS APARTMENTS",,"N/A","N/A","5","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","DAVIDSON",,"< 5","15.80","< 5","< 5","< 5","< 5","15.8","N/A","N/A","N/A"
"2022","CYPRESS HILLS",,"13","29.57","42","13","< 5","< 5","20","< 5","< 5","N/A"
"2022","CROWN HEIGHTS",,"N/A","N/A","< 5","< 5","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","CORSI HOUSES",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","COOPER PARK",,"12","44.05","32","8","< 5","< 5","15","5","< 5","N/A"
"2022","CONLON LIHFE TOWER",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","CONEY ISLAND I (SITES 4 & 5)",,"8","18.17","10","5","< 5","< 5","15.8","N/A","< 5","N/A"
"2022","CONEY ISLAND I (SITE 8)",,"< 5","22.15","< 5","< 5","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","CONEY ISLAND I (SITE 1B)",,"N/A","N/A","7","< 5","< 5","N/A","N/A","N/A","< 5","N/A"
"2022","CONEY ISLAND",,"< 5","15.87","21","< 5","< 5","< 5","15.8","< 5","< 5","N/A"
"2022","COLLEGE AVENUE-EAST 165TH STREET",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","CLINTON",,"< 5","21.88","14","5","< 5","N/A","N/A","N/A","N/A","N/A"
"2022","CLASON POINT GARDENS",,"< 5","29.57","< 5","5","< 5","< 5","15.8","N/A","< 5","N/A"
"2022","CLAREMONT REHAB (GROUP 5)",,"N/A","N/A","N/A","< 5","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","CLAREMONT REHAB (GROUP 4)",,"N/A","N/A","5","9","N/A","N/A","N/A","< 5","N/A","N/A"
"2022","CLAREMONT REHAB (GROUP 3)",,"< 5","15.80","< 5","< 5","< 5","< 5","15.8","N/A","N/A","N/A"
"2022","CLAREMONT REHAB (GROUP 2)",,"< 5","15.80","11","< 5","< 5","< 5","15.8","N/A","< 5","N/A"
"2022","CLAREMONT PARKWAY-FRANKLIN AVENUE",,"N/A","N/A","< 5","N/A","N/A","N/A","N/A","< 5","N/A","N/A"
"2022","CHELSEA ADDITION",,"N/A","N/A","5","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","CHELSEA",,"< 5","22.52","31","< 5","< 5","< 5","15.8","< 5","N/A","N/A"
"2022","CASTLE HILL",,"8","18.99","32","9","< 5","< 5","15.8","< 5","< 5","N/A"
"2022","CASSIDY-LAFAYETTE",,"< 5","39.95","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","CARVER",,"6","27.63","25","9","< 5","< 5","15.8","< 5","N/A","N/A"
"2022","CARLETON MANOR",,"< 5","21.90","6","N/A","N/A","N/A","N/A","N/A","< 5","N/A"
"2022","CAREY GARDENS",,"6","24.35","46","17","< 5","< 5","15.8","< 5","< 5","N/A"
"2022","CAMPOS PLAZA II",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","BUTLER",,"14","22.42","35","15","< 5","< 5","15.8","N/A","< 5","N/A"
"2022","BUSHWICK II CDA (GROUP E)",,"N/A","N/A","< 5","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","BUSHWICK II (GROUPS B & D)",,"< 5","19.18","15","N/A","N/A","N/A","N/A","N/A","< 5","N/A"
"2022","BUSHWICK II (GROUPS A & C)",,"N/A","N/A","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","BUSHWICK",,"7","19.33","31","12","5","< 5","15.8","< 5","N/A","N/A"
"2022","BRYANT AVENUE-EAST 174TH STREET",,"N/A","N/A","< 5","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","BROWNSVILLE",,"19","19.18","35","28","12","10","15.8","< 5","7","< 5"
"2022","BROWN",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","BRONX RIVER ADDITION",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","BRONX RIVER",,"5","34.03","27","16","< 5","< 5","15.8","< 5","5","< 5"
"2022","BREVOORT",,"< 5","17.92","39","11","< 5","< 5","15.8","< 5","< 5","N/A"
"2022","BREUKELEN",,"13","27.03","54","22","< 5","< 5","16.7125","< 5","< 5","N/A"
"2022","BRACETTI PLAZA",,"N/A","N/A","< 5","< 5","N/A","N/A","N/A","N/A","< 5","N/A"
"2022","BOYNTON AVENUE REHAB",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","BOULEVARD",,"22","25.36","32","< 5","< 5","< 5","15.8","8","9","N/A"
"2022","BOSTON SECOR",,"< 5","30.22","18","< 5","N/A","N/A","N/A","N/A","< 5","N/A"
"2022","BOSTON ROAD PLAZA",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","BORINQUEN PLAZA II",,"< 5","17.65","12","< 5","N/A","< 5","15.8","< 5","< 5","< 5"
"2022","BORINQUEN PLAZA I",,"< 5","15.80","5","< 5","< 5","< 5","15.8","N/A","< 5","N/A"
"2022","BLAND",,"N/A","N/A","16","< 5","N/A","N/A","N/A","< 5","< 5","N/A"
"2022","1010 EAST 178TH STREET",,"N/A","N/A","16","< 5","N/A","N/A","N/A","< 5","< 5","N/A"
"2022","BETHUNE GARDENS",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","BETANCES VI",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","BETANCES V",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","BETANCES IV",,"< 5","16.02","13","N/A","N/A","N/A","N/A","< 5","< 5","N/A"
"2022","BETANCES III, 9A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","BETANCES III, 18",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","BETANCES III, 13",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","BETANCES II, 9A",,"N/A","N/A","< 5","N/A","N/A","N/A","N/A","< 5","N/A","N/A"
"2022","BETANCES II, 18",,"N/A","N/A","< 5","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","BETANCES II, 13",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","BETANCES I",,"N/A","N/A","16","< 5","N/A","N/A","N/A","< 5","N/A","N/A"
"2022","BERRY STREET-SOUTH 9TH STREET",,"N/A","N/A","< 5","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","BERRY",,"< 5","15.80","47","< 5","< 5","< 5","15.8","< 5","< 5","N/A"
"2022","BELMONT-SUTTER AREA",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","BEDFORD-STUYVESANT REHAB",,"N/A","N/A","< 5","< 5","< 5","N/A","N/A","< 5","N/A","N/A"
"2022","BEACH 41ST STREET-BEACH CHANNEL DRIVE",,"7","19.86","37","13","< 5","< 5","15.8","< 5","< 5","< 5"
"2022","BAYCHESTER",,"< 5","21.16","9","N/A","N/A","N/A","N/A","< 5","< 5","N/A"
"2022","BAY VIEW",,"11","28.87","69","31","< 5","< 5","15.8","8","6","N/A"
"2022","BARUCH HOUSES ADDITION",,"N/A","N/A","55","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","BARUCH",,"10","24.17","N/A","15","5","< 5","15.8","< 5","6","< 5"
"2022","BAISLEY PARK",,"< 5","18.98","< 5","9","N/A","< 5","15.8","N/A","N/A","N/A"
"2022","BAILEY AVENUE-WEST 193RD STREET",,"< 5","18.50","9","< 5","N/A","N/A","N/A","N/A","< 5","N/A"
"2022","AUDUBON",,"N/A","N/A","N/A","< 5","N/A","N/A","N/A","N/A","N/A","N/A"
"2022","ATLANTIC TERMINAL SITE 4B",,"N/A","N/A","6","< 5","< 5","N/A","N/A","N/A","N/A","N/A"
"2022","ASTORIA",,"12","19.73","88","N/A","N/A","< 5","15.8","9","< 5","N/A"
"2022","ARMSTRONG II",,"< 5","30.91","6","< 5","< 5","N/A","N/A","N/A","< 5","N/A"
"2022","ARMSTRONG I",,"< 5","38.05","10","N/A","N/A","N/A","N/A","< 5","< 5","N/A"
"2022","AMSTERDAM ADDITION",,"< 5","15.80","9","< 5","< 5","< 5","15.8","< 5","N/A","N/A"
"2022","AMSTERDAM",,"5","25.96","20","12","< 5","< 5","15.8","< 5","< 5","N/A"
"2022","ALBANY II",,"< 5","17.92","11","< 5","< 5","< 5","15.8","N/A","N/A","N/A"
"2022","ALBANY",,"8","27.05","25","5","< 5","< 5","15.8","< 5","N/A","N/A"
"2022","ADAMS",,"< 5","18.64","16","< 5","< 5","< 5","15.8","N/A","< 5","N/A"
"2022","830 AMSTERDAM AVENUE",,"< 5","30.00","11","< 5","N/A","N/A","N/A","N/A","< 5","N/A"
"2022","572 WARREN STREET",,"N/A","N/A","< 5","N/A","N/A","N/A","N/A","N/A","< 5","N/A"
