"the_geom","DEVELOPMENT","TDS_NUM","BOROUGH"
"MULTIPOLYGON (((-73.97944703510592 40.71718769677006, -73.97955187447893 40.71698486839211, -73.97908321402713 40.716842133346795, -73.97901745593073 40.7168221058846, -73.97883096450734 40.71717659987252, -73.97924826146864 40.71730369228234, -73.97924891277715 40.717303894509634, -73.97921845275047 40.71737504473475, -73.97932140504318 40.71740622182109, -73.9792310223352 40.71758218592669, -73.97943937734675 40.71764528244083, -73.97939844636542 40.7177249693604, -73.97953867352635 40.71776743450454, -73.9796699874806 40.717511783158955, -73.97983087096259 40.71756050293486, -73.97872074599432 40.71972173670658, -73.97737397098956 40.71915369406256, -73.97657643348629 40.718995612149335, -73.97705865898384 40.71806207046071, -73.97598646642263 40.717736611014054, -73.97545224711249 40.718762544806324, -73.97533062375054 40.718725759995415, -73.97531455323964 40.71872012115978, -73.97530603672072 40.718716114765826, -73.9752958864295 40.718710198039176, -73.97528852670447 40.71870493928283, -73.97528266996893 40.71870000052976, -73.97527448058013 40.71869154658526, -73.97526745974857 40.718682034792, -73.97526458082238 40.718677101180205, -73.97526092540897 40.718669194818176, -73.97525729423664 40.71865656708777, -73.97525658704414 40.71865184556228, -73.97525616377396 40.71864428479004, -73.97525693915779 40.71863428929659, -73.97535204184412 40.718183316303936, -73.97548986827607 40.71765957038694, -73.97554720480852 40.7174907207361, -73.97555344037565 40.7174854630816, -73.9755570088204 40.71748193564086, -73.97555997240164 40.71747862869662, -73.975563240463 40.7174744654318, -73.9755656537897 40.71747092333741, -73.97556895677569 40.71746511484802, -73.97557176647416 40.71745864077686, -73.97561461513463 40.71732207670245, -73.97567881409482 40.71720568584653, -73.97579111663732 40.716966502514076, -73.97604734902993 40.716440824775425, -73.97606999495565 40.71639610564649, -73.97608148516917 40.71637101711885, -73.97610246463631 40.71631979235117, -73.97612256386715 40.71626105534064, -73.97613744905557 40.716210800952275, -73.97616091177252 40.716132119230465, -73.9761815105299 40.7160695200233, -73.97622362621411 40.71597449068008, -73.97651063960846 40.71542278084044, -73.97699511956587 40.715576164434495, -73.9770794476431 40.71559843556518, -73.97708931486522 40.715600614062716, -73.97709824967178 40.71560227728188, -73.97710590646423 40.71560347828443, -73.97711112188085 40.71560417901801, -73.9771191042415 40.715605068507884, -73.97712982166837 40.715605924321196, -73.97714534654907 40.71560648391961, -73.97715587493651 40.71560640856539, -73.9771651039477 40.71560604118713, -73.97717225004867 40.71560555993083, -73.97717479583757 40.715605286680436, -73.97718285456816 40.71560434904569, -73.97720152711908 40.715602686800956, -73.97721664771932 40.71560185862338, -73.97723625597871 40.715601466277725, -73.97725435267333 40.71560178593366, -73.97727139467729 40.71560268530719, -73.9772849985502 40.715603825336665, -73.97729992538383 40.71560551133456, -73.97731285087922 40.71560734642092, -73.97732323426605 40.715609076545924, -73.9773610435893 40.71561881580178, -73.98035525727093 40.71653955473423, -73.97989778790593 40.71743022074042, -73.97970417177696 40.717370336170674, -73.97968236283675 40.71736296975362, -73.97966915520941 40.71735740947391, -73.97965547099697 40.717350627116275, -73.97964313019683 40.71734348749202, -73.97963057439806 40.71733503938732, -73.9796224525871 40.7173288190275, -73.97961948387236 40.71732637271667, -73.97961613892859 40.7173234958953, -73.97960926233115 40.717316807489816, -73.97958856542459 40.71729177324437, -73.97957311911863 40.71726904973516, -73.97956384331539 40.71725533962411, -73.97955647665789 40.7172450986161, -73.97954191339622 40.71722971261548, -73.97952720452494 40.717218320349275, -73.97951418359156 40.717210029738254, -73.97949763101245 40.71720179973157, -73.97946816438458 40.71719181772906, -73.97944703510592 40.71718769677006), (-73.97728779351945 40.71677904033906, -73.97701620574223 40.71669881582263, -73.97690711231382 40.71691269036339, -73.97717867124648 40.71699290612387, -73.97728779351945 40.71677904033906)))","BARUCH","060","MANHATTAN"
"MULTIPOLYGON (((-73.97944703507936 40.71718769679849, -73.97943091836184 40.7171860415125, -73.97941149451289 40.71718567603545, -73.97939106408577 40.71718720144616, -73.97937915374216 40.717189018343824, -73.97936894047155 40.717191148921906, -73.97935711965651 40.717194315697945, -73.97934684444486 40.71719772498733, -73.97933996025687 40.71720038115742, -73.97933090980881 40.71720437149409, -73.97931869505938 40.717210762922086, -73.97930520020755 40.71721944861835, -73.97929536037567 40.71722715071291, -73.97928356423243 40.71723848691327, -73.97927833591719 40.71724452839497, -73.97927265027879 40.71725212047245, -73.97926777531475 40.717259834264524, -73.97924895048982 40.7173038064182, -73.97924826146864 40.71730369228234, -73.97883096450734 40.71717659987252, -73.97901745593073 40.7168221058846, -73.97908321402713 40.716842133346795, -73.97955187447893 40.71698486839211, -73.97944703507936 40.71718769679849)))","BARUCH HOUSES ADDITION","198","MANHATTAN"
"MULTIPOLYGON (((-73.77353812943372 40.59816020307994, -73.77348435676943 40.598155826811286, -73.7734753910635 40.598155809138895, -73.77346642653893 40.59815579146815, -73.77342158824403 40.59815997336461, -73.7734092614312 40.59815994906021, -73.77339293685603 40.59815500720685, -73.77338465246959 40.59814708876008, -73.77337165127581 40.598125423495134, -73.7733410716089 40.59811112768009, -73.77329965824342 40.59809652411892, -73.77328958245178 40.59809394224724, -73.77327838142546 40.598092211852816, -73.77323693037027 40.59808871347453, -73.77322125234517 40.59808612234329, -73.77321341479326 40.59808439677884, -73.77320390216187 40.59808053546386, -73.77319551359247 40.59807582086734, -73.77318992877676 40.59807068315358, -73.77318434567425 40.59806469354599, -73.77317430761437 40.598051007359196, -73.77316650832013 40.598037326490875, -73.7731520576661 40.59800313022965, -73.77314314131667 40.59798859165545, -73.77310300424323 40.597928719325836, -73.77307092188097 40.59788872577784, -73.77305946722136 40.59787994644837, -73.77305051606702 40.59787565847971, -73.77304044440757 40.597872221094995, -73.77302924632107 40.59786963878488, -73.77301692418789 40.59786790615068, -73.77300571976205 40.59786788401977, -73.7729945141549 40.59786786188543, -73.77296872206668 40.59787293402384, -73.77291264636283 40.597886490504266, -73.77288797540093 40.59789156844213, -73.77281510637712 40.59790081779169, -73.77276990225022 40.59790422425868, -73.77273776670413 40.59790664526253, -73.77271311435399 40.59790659650805, -73.77268622551584 40.59790483502762, -73.77260334233604 40.59789271387557, -73.77257533936034 40.597889240066685, -73.77255068992173 40.59788833848546, -73.77252827579561 40.59788914691884, -73.77248568164595 40.59789248099499, -73.77235340120762 40.597906738206866, -73.7722401959633 40.597915056285665, -73.77215500642907 40.5979217206043, -73.7721135421425 40.59792249298652, -73.77203623447154 40.59791892126416, -73.77200598163397 40.59791800755013, -73.77197571886353 40.59791965670413, -73.77194881371699 40.597923019909345, -73.77190508204518 40.59793147460266, -73.77179405882428 40.5979560231422, -73.7717122075428 40.59797038334892, -73.77167632207616 40.59797799984328, -73.77164715413814 40.59798733707123, -73.77161573045387 40.5980009419018, -73.77158542032767 40.598017110932034, -73.7715270358746 40.59805030711201, -73.77145293305215 40.59809201168683, -73.7714091380463 40.59811926003297, -73.77130130574346 40.598193357755044, -73.77119123324785 40.59826745091573, -73.7711800024127 40.59827511543993, -73.7711665327443 40.59828106900943, -73.77115194957271 40.5982861648605, -73.77113736696855 40.59829040521171, -73.77112166905337 40.59829293684401, -73.77110485290505 40.59829461254862, -73.77110385088048 40.59829466548491, -73.77107517430788 40.59804070879911, -73.77126359463195 40.59806342782385, -73.77086453293964 40.59611591350154, -73.77223432217417 40.59595127750611, -73.77244762605457 40.596968275536106, -73.77243677217363 40.5969833000249, -73.77242732250481 40.59700053988466, -73.77242011824654 40.59701963567108, -73.77241579924552 40.59704037882914, -73.77241486386069 40.597059013353274, -73.772417571132 40.59708238014903, -73.7724214934824 40.59709690528942, -73.77243279701784 40.59712223154165, -73.77244350501948 40.59713857927423, -73.77245842365782 40.597155929523, -73.77247468274341 40.597170637580355, -73.77249279885051 40.5971836545226, -73.77249868466932 40.59721171394365, -73.77262477670223 40.59719607192131, -73.77270975281158 40.597185530971956, -73.77270486957458 40.597160694724664, -73.7727200740692 40.59714475937884, -73.77273274668474 40.597127128737306, -73.77274429158501 40.597103442531626, -73.77275039866292 40.597080404756284, -73.77275171384443 40.597053244804684, -73.77274856203347 40.59703271919647, -73.77274027816254 40.5970090928355, -73.77273129968793 40.596992740446375, -73.77271420175316 40.59697075722098, -73.7726974558335 40.59695503604359, -73.77267960087217 40.596942008843435, -73.77265962210545 40.59693061819675, -73.77246401163076 40.59593595621487, -73.77434208012887 40.595863341725945, -73.77434470081076 40.595885948263984, -73.77435135059723 40.595943332908305, -73.77435445794103 40.59597015576204, -73.774357526311 40.59599662643357, -73.7743639637487 40.596052180791396, -73.77437174999514 40.596119372587594, -73.77437967175824 40.596187719122845, -73.77438996046898 40.596276510433526, -73.77440223398958 40.596382418326435, -73.77441208202627 40.59646738603726, -73.77442153397799 40.59654895888818, -73.77442781886187 40.59660319186894, -73.77443438615283 40.59665985952378, -73.77444717177585 40.59677018999337, -73.77445330172858 40.59682308628742, -73.77446004701257 40.59688128338126, -73.77446587737052 40.596931595478246, -73.77447231499495 40.596987148023985, -73.77447875724908 40.59704273209646, -73.77448508355783 40.59709731995961, -73.77449838133133 40.59721206850108, -73.77450460550533 40.597265774547196, -73.77451039575523 40.597315738958464, -73.77452291187468 40.59742373742285, -73.77453610648435 40.597537587929715, -73.77454259128233 40.59759354939911, -73.77455527625825 40.597703003437196, -73.77456774772803 40.597810622683475, -73.77458034784613 40.597919340820624, -73.77458690392265 40.5979759075782, -73.77459387440773 40.598036056537616, -73.77461904841216 40.598253276620895, -73.77463164065882 40.598361926291915, -73.77464052610878 40.59843858563171, -73.774650971654 40.59852871988919, -73.77466091670239 40.59861453514447, -73.77466997895228 40.598692737426624, -73.77467889890868 40.59876970030545, -73.77468886815498 40.59885571822174, -73.7746922318065 40.59888474064362, -73.7747198827086 40.59912332780348, -73.77465046253222 40.59912658217672, -73.77428098126045 40.59902589605453, -73.77422363324159 40.59901441336921, -73.77422192312127 40.599003756794666, -73.7742121404133 40.598996905289056, -73.77420430154754 40.5989951797901, -73.77417854206672 40.59899085888417, -73.7741662278376 40.59898741809288, -73.77415690506224 40.59898255944831, -73.77415170422996 40.59897457777715, -73.77414948329715 40.59896859392409, -73.77414506507107 40.598948939379845, -73.77414284702441 40.598942102734924, -73.774138394787 40.59893355160117, -73.77412052095652 40.59891643350536, -73.77410264490351 40.59890102279821, -73.77405681333937 40.598867619564636, -73.77400872791573 40.59883763027478, -73.77395503735636 40.59880848273723, -73.77394497010881 40.59880333804504, -73.77393265763843 40.59879904263328, -73.7738789208641 40.59878356044166, -73.77386772838094 40.59877926902769, -73.77385877942002 40.59877498022646, -73.77383641419134 40.598761269841106, -73.77382747155033 40.59875441905513, -73.77381405647216 40.59874499657061, -73.77379282860659 40.598726164425784, -73.77377273179255 40.598704768906416, -73.77374483260263 40.59867054894939, -73.7737259229078 40.598628657099354, -73.77371209765272 40.598409107898256, -73.77370994282603 40.59838433290253, -73.77370118552109 40.59832281697617, -73.77370121157658 40.59831512924186, -73.7737034845579 40.59830573763549, -73.77371594166057 40.598267325037995, -73.77371821292068 40.5982587889271, -73.77371935605741 40.59825195709037, -73.77371882554924 40.59824255996357, -73.77371492932276 40.598234864506146, -73.77370766737687 40.59822887161823, -73.77368473133076 40.598217721172446, -73.77363213768302 40.59819626432723, -73.77356836212405 40.598167095839614, -73.77355828920676 40.598163660299114, -73.77353812943372 40.59816020307994)))","BEACH 41ST STREET-BEACH CHANNEL DRIVE","165","QUEENS"
"MULTIPOLYGON (((-74.10158663878707 40.58560757450191, -74.10159571956055 40.58560742869267, -74.10160615599928 40.58560783460572, -74.10161619186408 40.585608918066185, -74.10162541820912 40.58561128819029, -74.10163435761093 40.58561449065164, -74.1016433703011 40.58561850441979, -74.10376103727377 40.58708151117688, -74.10262129156936 40.5880945688115, -74.10205506959387 40.58857804659345, -74.10036661744 40.58771075701458, -74.10057908706722 40.5874690480049, -74.10060330885393 40.58743742651391, -74.10063561976537 40.58739805612873, -74.10066530646822 40.58735902032677, -74.10069633699607 40.58731817238553, -74.10072340097258 40.58728047344321, -74.10074446153149 40.58725032074587, -74.10076846122067 40.587210956708915, -74.10078429462295 40.587182222410746, -74.10080722761823 40.58713424668967, -74.10151773735744 40.58563619011905, -74.10152828740856 40.58562741329441, -74.10154020888675 40.5856194574353, -74.10154839117803 40.58561569231683, -74.10155944678573 40.58561158516057, -74.10156810756358 40.585609443262754, -74.10157760384664 40.58560834343263, -74.10158663878707 40.58560757450191)))","BERRY","052","STATEN ISLAND"
"MULTIPOLYGON (((-73.83159246254387 40.758259575661654, -73.83143443775516 40.758007003685975, -73.83210075835734 40.75776774231444, -73.83223682771337 40.75771618303519, -73.83241552766248 40.757636217003935, -73.83256185725251 40.75756515288461, -73.83270495312632 40.75749473044679, -73.83283422219522 40.757427343186365, -73.83304755052215 40.75730422371145, -73.83322035474752 40.75719717955555, -73.83333082241808 40.75713050022859, -73.83343816666199 40.75706728953368, -73.83352640567603 40.75701300937094, -73.83361335371882 40.75696063184736, -73.83369504541152 40.75690849520955, -73.83405847209356 40.75808993015864, -73.83402826966044 40.75810866040873, -73.83397598360483 40.75813534091581, -73.83391128674691 40.75816526514108, -73.83381950539572 40.758203489853095, -73.83374550834228 40.75823013983463, -73.83365981229866 40.758259035849456, -73.83193766250874 40.75881129873427, -73.83159246254387 40.758259575661654)))","BLAND","054","QUEENS"
"MULTIPOLYGON (((-73.94384430578533 40.702997540915334, -73.94408889433447 40.702974163827065, -73.94418145726543 40.70354171134588, -73.94393676664414 40.703564426704176, -73.94310617887254 40.70364153251383, -73.94308370884231 40.70350375209541, -73.94307187411671 40.703431191100734, -73.94305991464401 40.70335786370655, -73.94304974205824 40.703295482916815, -73.9430382911484 40.70322526884043, -73.94301408986927 40.70307688581724, -73.94384430578533 40.702997540915334)), ((-73.94393639621563 40.70371786473747, -73.94420635626147 40.70369248801201, -73.94429814961065 40.70424454440665, -73.94402937489126 40.70427051536029, -73.94333854966203 40.704337264594514, -73.94321693607483 40.70434901577724, -73.94318095335782 40.70413512557179, -73.9431701137276 40.704070696706026, -73.94326569091623 40.70406171352287, -73.94321918644766 40.7037852802895, -73.9435588373506 40.70375335489756, -73.94393639621563 40.70371786473747)), ((-73.94125160768344 40.705256362145676, -73.94116121847485 40.70469694781935, -73.9414096421263 40.7046736324171, -73.9420110679612 40.704617185829775, -73.94215601022799 40.70460358178665, -73.9422010073128 40.704886339859335, -73.94228636952704 40.7048782978971, -73.9422966332887 40.70494279589052, -73.94238524754968 40.704934447510354, -73.94241897562416 40.70514639080981, -73.94233481660578 40.70515431910784, -73.94235794419508 40.70530368775686, -73.94239029284725 40.70551263526204, -73.94240126601981 40.705583510118586, -73.94241160965942 40.70565031254498, -73.94243333606039 40.705790646535554, -73.94244487888513 40.7058651894542, -73.94195378871896 40.70591145337904, -73.94136639936507 40.70596678657789, -73.9412757281299 40.70540563696453, -73.94125160768344 40.705256362145676)))","BORINQUEN PLAZA I","243","BROOKLYN"
"MULTIPOLYGON (((-73.94063115354099 40.7047522894484, -73.9409564846447 40.70472141614735, -73.94106034489943 40.70535092975858, -73.94116373749281 40.70597758386023, -73.94053639099062 40.706039306737054, -73.94007853062347 40.70608435242597, -73.93971975596133 40.70611964795824, -73.93961574477547 40.70549305437509, -73.93951042562631 40.70485863811357, -73.93975488273846 40.704835442164935, -73.94063115354099 40.7047522894484)))","BORINQUEN PLAZA II","271","BROOKLYN"
"MULTIPOLYGON (((-73.87696949050321 40.825302607790455, -73.87733034454482 40.8252539944131, -73.8773610080855 40.82538540674254, -73.87739139653344 40.825515635516325, -73.87742321765954 40.82565200988839, -73.8770619864359 40.82570217110641, -73.87704631419102 40.82563446679231, -73.8770304091063 40.82556576267636, -73.87701529201591 40.825500461472714, -73.87700025375275 40.82543549983755, -73.87698451576969 40.82536751358639, -73.87696949050321 40.825302607790455)), ((-73.87763466583164 40.82563060723555, -73.87799688233517 40.825579904067894, -73.87809460365062 40.82600381427254, -73.87773470813615 40.82605144321121, -73.87763466583164 40.82563060723555)))","BOYNTON AVENUE REHAB","346","BRONX"
"MULTIPOLYGON (((-73.9806300784147 40.72239377863227, -73.98070781589048 40.722287301037696, -73.98080703228713 40.722151402824366, -73.98051790019522 40.722029306411386, -73.98068832455047 40.72179578978228, -73.98151724500998 40.72214532261949, -73.98134309403426 40.72238394935103, -73.9814236070313 40.72241789806795, -73.98125033240757 40.722655323512434, -73.9806300784147 40.72239377863227)))","BRACETTI PLAZA","264","MANHATTAN"
"MULTIPOLYGON (((-73.89490502402897 40.64756617103656, -73.8961717706946 40.64674805877873, -73.89762109194302 40.64804965986078, -73.89635172850993 40.648866566308875, -73.89490502402897 40.64756617103656)), ((-73.89275423280066 40.64894777883528, -73.89470234464821 40.64769114149523, -73.89615841300079 40.64899988835503, -73.89420925427987 40.650256030522236, -73.89275423280066 40.64894777883528)), ((-73.89145658309694 40.65003671535386, -73.89256431185345 40.64906832325863, -73.89403007027288 40.65038324835763, -73.89275651957087 40.65120580420761, -73.89145658309694 40.65003671535386)), ((-73.89439108789229 40.65041894017399, -73.89633637177364 40.64916390539551, -73.89780989593432 40.650484600280485, -73.89586392511596 40.65174182762945, -73.89439108789229 40.65041894017399)), ((-73.89021336650038 40.65115232553518, -73.89126820775893 40.65020379156267, -73.89254213756328 40.65134396600633, -73.89199290476158 40.65169273187334, -73.89192368907554 40.65173888414007, -73.89188861341182 40.6517642484844, -73.89186469135359 40.6517827973787, -73.8918322955012 40.651810694681075, -73.89138006343131 40.652201086989066, -73.89021336650038 40.65115232553518)), ((-73.89292841132348 40.65136334610029, -73.89420610787775 40.65054173681805, -73.897412877885 40.65342134642619, -73.8952622532108 40.65434615704837, -73.89331172063713 40.6517172393806, -73.89329648410501 40.65169914734682, -73.89328589919891 40.651687576675805, -73.89327790783817 40.651680049935635, -73.89292841132348 40.65136334610029)), ((-73.89362257956601 40.65505739308921, -73.89177771300518 40.65256503336477, -73.89177100029974 40.652555776928004, -73.89175950245031 40.65254219079981, -73.89175230804138 40.652534688117576, -73.89173926874366 40.65252233604716, -73.89156558035006 40.65236724461557, -73.89204526129126 40.6519482282732, -73.89208579405862 40.65191308217206, -73.89212379188955 40.65188226427009, -73.8921460900561 40.65186766257092, -73.89271522456382 40.65150001627339, -73.89305880216493 40.65181285022502, -73.89307380529982 40.65182678618249, -73.89308433932044 40.651839850784825, -73.89310163081389 40.651862346488706, -73.8944210066299 40.653640841725675, -73.89372584096904 40.653945847145906, -73.89431540309589 40.654736711757835, -73.89501147833334 40.65443578477351, -73.89502337298539 40.65445181133783, -73.89362257956601 40.65505739308921)))","BREUKELEN","056","BROOKLYN"
"MULTIPOLYGON (((-73.92218587268748 40.67909019738638, -73.92253310121978 40.679049070143336, -73.9251287983802 40.679191810881086, -73.92557984249204 40.68145862497848, -73.92272631174886 40.681772785900655, -73.92218587268748 40.67909019738638)))","BREVOORT","065","BROOKLYN"
"MULTIPOLYGON (((-73.87765767045218 40.833975171950414, -73.8772297601641 40.83443508719842, -73.87782382691458 40.834760648137625, -73.87831460138263 40.83420186957942, -73.87904165474498 40.83445276037675, -73.87889848931559 40.834604948666424, -73.87875242905736 40.834750679885026, -73.87860063009529 40.83489298569629, -73.8784432491474 40.835031740173655, -73.87828029813618 40.83516690188439, -73.87824335583309 40.835196437842505, -73.87812448054856 40.83528837077253, -73.87801748241823 40.83536678620686, -73.8778632066608 40.83547324962384, -73.87771952093055 40.83556590416783, -73.87755250151277 40.835667619753664, -73.87738570472341 40.83576920476143, -73.87727999097909 40.83582854389097, -73.87717201067828 40.835885649984, -73.87706194782373 40.83594040166352, -73.8770145752409 40.835962486219415, -73.87696632735238 40.83598343699962, -73.87691727528606 40.836003260382526, -73.87686466667158 40.83602287193328, -73.87681685251961 40.836039402585314, -73.87676559686516 40.8360557026157, -73.87670078643501 40.83607357210355, -73.87666783278384 40.836081263114366, -73.87663455934526 40.836088129821036, -73.87660100882707 40.83609415966202, -73.87656721329105 40.836099326557196, -73.87653321893801 40.83610365216744, -73.8764990447813 40.8361071140008, -73.8764647465438 40.836109713917566, -73.87643032661143 40.83611144471643, -73.87639121404301 40.83611247079145, -73.87635208424379 40.83611256032015, -73.87631297281114 40.836111698932946, -73.87627390819227 40.8361098920632, -73.8762347635456 40.83610712876895, -73.8761698682503 40.83610169306387, -73.87597555375753 40.83608526546271, -73.87584871030438 40.83607463732876, -73.87572186568585 40.836064019860004, -73.87562885865324 40.83605623478153, -73.87562421932138 40.83603463501419, -73.87552126004506 40.83604715877994, -73.87534284049968 40.83603200885936, -73.87491452140684 40.83420791599133, -73.87736770998086 40.83387510715786, -73.87765767045218 40.833975171950414)))","BRONX RIVER","032","BRONX"
"MULTIPOLYGON (((-73.87685241112571 40.83297113725165, -73.87721462204712 40.83292231138534, -73.8773886305318 40.83367209657961, -73.87667089264544 40.8337692691442, -73.87657482855683 40.83335700436397, -73.87693082300562 40.83330901740111, -73.87685241112571 40.83297113725165)), ((-73.87511635029018 40.83369322442734, -73.87547340970481 40.83364470371933, -73.87553454510758 40.83390633201977, -73.87482132456924 40.833996189532854, -73.87476169654575 40.83374141706093, -73.87511635029018 40.83369322442734)))","BRONX RIVER ADDITION","157","BRONX"
"MULTIPOLYGON (((-73.91176777948557 40.67301626651664, -73.91326567146464 40.67239997149726, -73.91394062728759 40.672438229774045, -73.9138747214602 40.673131159601134, -73.91176777948557 40.67301626651664)))","BROWN","325","BROOKLYN"
"MULTIPOLYGON (((-73.90612625054074 40.66606613624702, -73.90578636016258 40.664746292925884, -73.90616170551168 40.66468992301066, -73.90617194546559 40.6647303501464, -73.90704298604017 40.66459952966571, -73.9070327455768 40.66455910350763, -73.90794170262578 40.664422581375234, -73.90795194480036 40.66446300835442, -73.90878438154175 40.664337971936405, -73.90877414006438 40.66429754503154, -73.90917137445462 40.66423787685776, -73.90937243863446 40.66503152193335, -73.9087295316596 40.66512735719702, -73.90876366872476 40.66526211234031, -73.90886495862023 40.665661927356794, -73.90736798103417 40.66588250455219, -73.90735773899432 40.665842078428106, -73.90648619355632 40.665970966565865, -73.90649643390357 40.666011393666416, -73.90612625054074 40.66606613624702)), ((-73.90831016376933 40.66730182466284, -73.90819195755265 40.66680980448335, -73.90819370805626 40.66679676100173, -73.90819836367035 40.66678415838969, -73.9082563327697 40.666722097828455, -73.90826572576287 40.66670878578277, -73.90827429720792 40.66669175665056, -73.9082801195213 40.66667179954863, -73.90828175367274 40.66664961122977, -73.90827856903678 40.66662798279228, -73.90827095862646 40.66660750078479, -73.90825887311607 40.666587916625076, -73.90824241104637 40.66656981482525, -73.90822289041215 40.66655451479031, -73.90820012360794 40.66654170298992, -73.90817456537664 40.6665317904205, -73.90815175216302 40.666526070139284, -73.90811973903816 40.66652227501398, -73.90808975750576 40.66652288592825, -73.90806208663831 40.66652706022329, -73.90803207476814 40.66653594864393, -73.90801899203396 40.666541492568825, -73.90800523060437 40.66654865507754, -73.90799362477475 40.66650375145662, -73.90713800888219 40.66663271580097, -73.90717900500727 40.66679134061072, -73.90634767786054 40.66691663736138, -73.90617572395034 40.666253714541874, -73.9066294213692 40.66618620725864, -73.90663972216525 40.666226623588265, -73.90747462200991 40.66610239200822, -73.90746432072966 40.666061973951734, -73.90835935806189 40.665928785449715, -73.9083696598637 40.665969203426776, -73.9091974798152 40.66584601091084, -73.90918717634827 40.66580559300645, -73.9095550946052 40.66575083879673, -73.90989140980327 40.66707019158935, -73.90953412552545 40.667123470283215, -73.90952324406292 40.667080782660186, -73.9086706999753 40.667203556257796, -73.90868162913767 40.66724643580923, -73.90831016376933 40.66730182466284)))","BROWNSVILLE","016","BROOKLYN"
"MULTIPOLYGON (((-73.88540603768128 40.83615462103624, -73.8857398417944 40.83559587111731, -73.88608027385321 40.83571361166884, -73.88604354320074 40.835775096276414, -73.88589575904636 40.836022471821735, -73.88574647200826 40.83627236256188, -73.88540603768128 40.83615462103624)))","BRYANT AVENUE-EAST 174TH STREET","235","BRONX"
"MULTIPOLYGON (((-73.93894825365543 40.70151344376086, -73.93903721332788 40.702059659604195, -73.93926093294836 40.7020381430768, -73.93928519360392 40.7021870996704, -73.93934137537657 40.702188840264924, -73.93945445434022 40.70218761747317, -73.93949586865175 40.70218592287461, -73.9395567669765 40.702178429291195, -73.93962150491909 40.70216705288077, -73.93965643849988 40.70215884772451, -73.93970030405366 40.702147173962366, -73.939676042486 40.70199821655493, -73.93989334672769 40.70197731588871, -73.93978799554165 40.70133050222369, -73.9403174752804 40.70121591046387, -73.94074033848763 40.70381190252271, -73.93915280608155 40.70396459531737, -73.93863598743098 40.70394799917554, -73.93848954789487 40.70379737794299, -73.93822890194075 40.703635553254415, -73.93805575075979 40.70353665333483, -73.93781056362555 40.70334608266496, -73.93757364217328 40.702899941650244, -73.93717200841544 40.701981379147504, -73.93894825365543 40.70151344376086)))","BUSHWICK","086","BROOKLYN"
"MULTIPOLYGON (((-73.90729757027097 40.836091132739746, -73.90639829972307 40.835799453098865, -73.90630426072431 40.83582678418871, -73.90615434922725 40.83577890998875, -73.90739954205688 40.83357066384476, -73.90751667562677 40.83360694151193, -73.90757361998965 40.83371510775919, -73.90846738534832 40.83400588159796, -73.90729757027097 40.836091132739746)), ((-73.90587658014174 40.83835786111528, -73.9050151074222 40.838079139059296, -73.90494281767971 40.838118442800315, -73.9048397390239 40.83808509084937, -73.90562757315206 40.83668306813512, -73.90571282642526 40.836531350546785, -73.90606757729662 40.83590001347778, -73.9072046108223 40.836266748928956, -73.90684970254608 40.83689233876543, -73.90587658014174 40.83835786111528)))","BUTLER","113","BRONX"
"MULTIPOLYGON (((-73.98981588682035 40.57411308814929, -73.99064036437608 40.57387733073186, -73.99096290180799 40.57556741576073, -73.99088465735647 40.57557614916792, -73.99018616194346 40.57565411305116, -73.99011114623507 40.57566248509678, -73.98981588682035 40.57411308814929)), ((-73.98907704123694 40.57588345124149, -73.98879126786149 40.574398881345935, -73.98962096134771 40.574159070393755, -73.98990974209319 40.57569300886672, -73.98969587670422 40.57571698255346, -73.98969326285115 40.57570340331249, -73.98926780873694 40.575751094846126, -73.98928872009702 40.57585972344588, -73.98926492570509 40.57586239037918, -73.98920802678369 40.57586876796446, -73.98915359504277 40.57587486929374, -73.98907704123694 40.57588345124149)), ((-73.9909610076559 40.576342701311596, -73.99110788107154 40.5763263538496, -73.99137965368871 40.577756559228426, -73.99052392250813 40.57785180150879, -73.99036018730968 40.57699208805185, -73.99078560244014 40.576944740977034, -73.99073398629697 40.57667309638767, -73.99069269344875 40.5764557812346, -73.99067720855204 40.5763742879347, -73.99067996747365 40.576373981079776, -73.99075115850266 40.57636605681642, -73.99082004529649 40.57635838987472, -73.99089101071252 40.576350491621724, -73.9909610076559 40.576342701311596)))","CAREY GARDENS","166","BROOKLYN"
